epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,834.802,1.13982,0.6321,1.04264,0.67797,0.68385,0.70672,0.42926,1.25857,0.7465,1.06863,0.00063865,0.00063865,0.00063865
75,846.066,1.13312,0.64279,1.05454,0.70986,0.69441,0.67753,0.40644,1.2834,0.73202,1.08604,0.0006337,0.0006337,0.0006337
76,857.268,1.10988,0.64786,1.0452,0.65068,0.7457,0.7069,0.42762,1.26945,0.71583,1.07883,0.00062875,0.00062875,0.00062875
77,867.885,1.08931,0.61503,1.03012,0.67445,0.72809,0.72367,0.43054,1.27186,0.72831,1.08525,0.0006238,0.0006238,0.0006238
78,878.662,1.10471,0.61525,1.03602,0.62219,0.75127,0.7,0.41869,1.29782,0.75907,1.10073,0.00061885,0.00061885,0.00061885
79,889.423,1.104,0.6262,1.03766,0.72308,0.67994,0.69589,0.41852,1.2744,0.71738,1.08074,0.0006139,0.0006139,0.0006139
80,900.063,1.1046,0.61882,1.04112,0.64901,0.713,0.71382,0.42781,1.27862,0.71713,1.08464,0.00060895,0.00060895,0.00060895
81,910.609,1.12089,0.61505,1.03564,0.68228,0.71894,0.70301,0.42281,1.27013,0.73056,1.07704,0.000604,0.000604,0.000604
82,921.492,1.09042,0.61188,1.0296,0.69605,0.67836,0.69787,0.42511,1.27144,0.72291,1.08226,0.00059905,0.00059905,0.00059905
83,932.765,1.07028,0.59251,1.02493,0.65584,0.72712,0.7127,0.42551,1.31936,0.75592,1.09396,0.0005941,0.0005941,0.0005941
84,943.595,1.09036,0.60944,1.02734,0.67794,0.71532,0.71313,0.41478,1.32393,0.69524,1.09228,0.00058915,0.00058915,0.00058915
85,954.507,1.09463,0.59963,1.03143,0.6701,0.68387,0.71557,0.42738,1.29663,0.70625,1.08803,0.0005842,0.0005842,0.0005842
86,965.409,1.06887,0.59532,1.02093,0.67621,0.6972,0.70514,0.42825,1.2627,0.70529,1.07645,0.00057925,0.00057925,0.00057925
87,976.202,1.07484,0.60294,1.02383,0.6509,0.73975,0.70994,0.43391,1.27557,0.72078,1.08785,0.0005743,0.0005743,0.0005743
88,988.874,1.07223,0.58842,1.02007,0.6535,0.72503,0.69818,0.42418,1.27222,0.71163,1.08526,0.00056935,0.00056935,0.00056935
89,999.865,1.05197,0.59185,1.00795,0.67533,0.7399,0.71693,0.43957,1.27499,0.72085,1.08778,0.0005644,0.0005644,0.0005644
90,1012.82,1.08021,0.59025,1.03213,0.65465,0.67801,0.65442,0.40308,1.26213,0.80451,1.0857,0.00055945,0.00055945,0.00055945
91,1023.23,1.07813,0.58728,1.02668,0.68244,0.67238,0.6957,0.43251,1.25701,0.7366,1.07516,0.0005545,0.0005545,0.0005545
92,1034.57,1.0563,0.58214,1.01459,0.64528,0.71034,0.69063,0.4274,1.2556,0.73732,1.07561,0.00054955,0.00054955,0.00054955
93,1045.79,1.07296,0.5875,1.02498,0.69978,0.69247,0.71227,0.44984,1.25999,0.71419,1.07606,0.0005446,0.0005446,0.0005446
94,1059.14,1.05112,0.5721,1.01375,0.69565,0.75118,0.74625,0.45664,1.25969,0.67255,1.07644,0.00053965,0.00053965,0.00053965
95,1071.07,1.03624,0.56199,1.01404,0.73631,0.70686,0.72482,0.45187,1.24332,0.68811,1.07059,0.0005347,0.0005347,0.0005347
96,1082.0,1.0314,0.56064,1.01064,0.67587,0.7298,0.72585,0.43157,1.3296,0.7213,1.09851,0.00052975,0.00052975,0.00052975
97,1093.39,1.04989,0.57684,1.01158,0.68755,0.72205,0.73255,0.42119,1.41012,0.735,1.12963,0.0005248,0.0005248,0.0005248
