epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,1531.41,1.05215,0.58685,1.02003,0.71591,0.71184,0.74061,0.45251,1.27474,0.69278,1.0791,0.0003664,0.0003664,0.0003664
130,1543.94,1.044,0.58013,1.01409,0.67044,0.78566,0.74384,0.45313,1.24776,0.68965,1.08499,0.00036145,0.00036145,0.00036145
131,1555.35,1.06324,0.59329,1.02384,0.69043,0.73223,0.72769,0.44596,1.23908,0.68656,1.07012,0.0003565,0.0003565,0.0003565
132,1566.92,1.05667,0.57277,1.01804,0.73907,0.74958,0.75792,0.45722,1.2693,0.69988,1.08399,0.00035155,0.00035155,0.00035155
133,1578.85,1.03101,0.56531,1.00355,0.75239,0.72577,0.76258,0.46452,1.25227,0.69686,1.07508,0.0003466,0.0003466,0.0003466
134,1591.22,1.03248,0.56232,1.01162,0.73008,0.76788,0.74126,0.45958,1.23813,0.69649,1.07414,0.00034165,0.00034165,0.00034165
135,1602.71,1.02204,0.56576,1.00602,0.71341,0.76113,0.75224,0.46554,1.23717,0.68399,1.07369,0.0003367,0.0003367,0.0003367
136,1614.65,1.03213,0.55976,1.0049,0.69326,0.78545,0.76171,0.46133,1.26155,0.69354,1.08108,0.00033175,0.00033175,0.00033175
137,1626.35,1.00616,0.54919,0.99733,0.73963,0.74544,0.76397,0.46301,1.26074,0.69213,1.07914,0.0003268,0.0003268,0.0003268
138,1638.16,1.01036,0.55571,1.003,0.68717,0.78831,0.7468,0.45769,1.24821,0.69942,1.07314,0.00032185,0.00032185,0.00032185
139,1650.27,1.01043,0.54694,1.00177,0.73987,0.71976,0.75584,0.46996,1.262,0.715,1.07865,0.0003169,0.0003169,0.0003169
140,1662.98,1.01894,0.55403,1.00641,0.68921,0.77071,0.76091,0.47416,1.25514,0.69816,1.07506,0.00031195,0.00031195,0.00031195
141,1676,1.00883,0.55683,0.99827,0.7497,0.74799,0.76168,0.46563,1.26523,0.70788,1.07706,0.000307,0.000307,0.000307
142,1687.32,0.99781,0.54255,0.99292,0.72467,0.75991,0.75486,0.46997,1.24259,0.69153,1.07356,0.00030205,0.00030205,0.00030205
143,1698.59,0.99498,0.53914,0.99649,0.73378,0.75133,0.76922,0.47545,1.24454,0.69764,1.07321,0.0002971,0.0002971,0.0002971
144,1711.45,1.00004,0.54639,1.00428,0.71532,0.77433,0.77559,0.47731,1.25269,0.69618,1.07596,0.00029215,0.00029215,0.00029215
145,1724.27,1.0007,0.54145,1.001,0.71356,0.78169,0.75914,0.4742,1.25798,0.67847,1.07434,0.0002872,0.0002872,0.0002872
146,1735.68,1.00727,0.54741,1.00047,0.75016,0.71606,0.76383,0.4792,1.23477,0.67293,1.06576,0.00028225,0.00028225,0.00028225
147,1748.15,1.00217,0.54131,1.00283,0.70019,0.77294,0.74287,0.46117,1.25391,0.68975,1.07952,0.0002773,0.0002773,0.0002773
148,1759.49,1.00111,0.55177,0.9962,0.70856,0.73944,0.74978,0.47375,1.2482,0.69886,1.07757,0.00027235,0.00027235,0.00027235
149,1771.28,0.99662,0.56613,1.00256,0.73525,0.72844,0.75714,0.46682,1.26225,0.69005,1.08108,0.0002674,0.0002674,0.0002674
150,1782.54,0.99642,0.55005,0.994,0.69692,0.73818,0.73981,0.46305,1.26011,0.71016,1.0777,0.00026245,0.00026245,0.00026245
151,1794.12,0.9984,0.53629,0.99824,0.71582,0.73631,0.73209,0.45635,1.27169,0.7214,1.08603,0.0002575,0.0002575,0.0002575
152,1805.92,0.99056,0.54285,0.997,0.69336,0.81863,0.76356,0.47318,1.24686,0.68699,1.07807,0.00025255,0.00025255,0.00025255
153,1817.22,0.98986,0.52745,0.98885,0.71302,0.77871,0.73791,0.4697,1.24528,0.70321,1.07823,0.0002476,0.0002476,0.0002476
154,1828.59,0.98691,0.52998,0.98964,0.72601,0.74841,0.74804,0.46664,1.23814,0.71079,1.08108,0.00024265,0.00024265,0.00024265
155,1839.85,0.99072,0.54651,0.99086,0.72801,0.73205,0.72375,0.4524,1.26952,0.73352,1.08505,0.0002377,0.0002377,0.0002377
156,1851.36,0.97667,0.51594,0.98481,0.66474,0.78584,0.74564,0.46926,1.24208,0.68737,1.07397,0.00023275,0.00023275,0.00023275
157,1862.61,0.97291,0.52638,0.98845,0.70474,0.73253,0.73695,0.46755,1.2446,0.67577,1.07133,0.0002278,0.0002278,0.0002278
158,1874.44,0.96324,0.52589,0.98685,0.70812,0.74652,0.75396,0.48212,1.24827,0.70646,1.07631,0.00022285,0.00022285,0.00022285
159,1888.3,0.97672,0.5206,0.98955,0.73864,0.7287,0.75315,0.47512,1.24689,0.69174,1.07696,0.0002179,0.0002179,0.0002179
160,1899.94,0.97836,0.53734,0.99092,0.77539,0.73493,0.77343,0.48196,1.25445,0.66989,1.07789,0.00021295,0.00021295,0.00021295
