epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2891.68,0.97556,0.51979,0.98995,0.67117,0.76503,0.73164,0.45136,1.24428,0.69455,1.07519,0.000109,0.000109,0.000109
182,2906.86,0.97921,0.52466,0.99325,0.69422,0.73034,0.72304,0.44266,1.2793,0.71079,1.09027,0.00010405,0.00010405,0.00010405
183,2922.07,0.98704,0.53115,0.9968,0.71561,0.72829,0.72009,0.44202,1.25224,0.70241,1.07647,9.91e-05,9.91e-05,9.91e-05
184,2937.83,0.968,0.51239,0.98415,0.71881,0.71781,0.72709,0.44591,1.25459,0.69084,1.07836,9.415e-05,9.415e-05,9.415e-05
185,2952.98,0.96958,0.50016,0.98461,0.7432,0.71606,0.72884,0.45471,1.24113,0.69667,1.07402,8.92e-05,8.92e-05,8.92e-05
186,2968.75,0.97581,0.5121,0.98776,0.7283,0.70602,0.74072,0.45775,1.23928,0.6952,1.07172,8.425e-05,8.425e-05,8.425e-05
187,2988.71,0.96494,0.50548,0.9839,0.70261,0.74717,0.73866,0.45961,1.24108,0.69281,1.07135,7.93e-05,7.93e-05,7.93e-05
188,3005.39,0.97194,0.51604,0.99225,0.72872,0.70765,0.73715,0.45853,1.23906,0.69001,1.07124,7.435e-05,7.435e-05,7.435e-05
189,3021.01,0.97019,0.51213,0.98974,0.72342,0.73397,0.74084,0.46109,1.23668,0.6898,1.06934,6.94e-05,6.94e-05,6.94e-05
190,3037.12,0.96086,0.50931,0.97906,0.70344,0.75361,0.74524,0.46067,1.23254,0.69151,1.06994,6.445e-05,6.445e-05,6.445e-05
191,3096.99,0.89228,0.42195,0.96454,0.71698,0.73362,0.74313,0.46076,1.23761,0.68372,1.07285,5.95e-05,5.95e-05,5.95e-05
192,3111.97,0.88065,0.41281,0.95877,0.70323,0.76148,0.73472,0.45303,1.2338,0.6903,1.07117,5.455e-05,5.455e-05,5.455e-05
193,3135.63,0.88395,0.4149,0.96034,0.70658,0.7532,0.73831,0.45785,1.22745,0.6891,1.07013,4.96e-05,4.96e-05,4.96e-05
194,3152.24,0.87898,0.41131,0.95577,0.70889,0.73365,0.74407,0.46122,1.23485,0.69864,1.0727,4.465e-05,4.465e-05,4.465e-05
195,3169.1,0.87906,0.40718,0.95647,0.68473,0.7751,0.73639,0.45837,1.23295,0.69485,1.07208,3.97e-05,3.97e-05,3.97e-05
196,3184.55,0.88555,0.41478,0.96094,0.6832,0.76266,0.73671,0.45751,1.23877,0.6942,1.07443,3.475e-05,3.475e-05,3.475e-05
197,3199.38,0.87621,0.40856,0.95645,0.67599,0.75959,0.73839,0.45946,1.23128,0.69057,1.07124,2.98e-05,2.98e-05,2.98e-05
198,3214.43,0.87627,0.41005,0.95926,0.68953,0.77385,0.73922,0.45716,1.237,0.6903,1.07425,2.485e-05,2.485e-05,2.485e-05
199,3229.52,0.8639,0.40306,0.9482,0.7223,0.74104,0.73653,0.4568,1.23419,0.69039,1.07213,1.99e-05,1.99e-05,1.99e-05
200,3244.76,0.86406,0.40408,0.95481,0.71398,0.744,0.74112,0.46262,1.23451,0.69397,1.0741,1.495e-05,1.495e-05,1.495e-05
