epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,1710.13,1.1241,0.6386,1.0534,0.6634,0.71278,0.70381,0.43278,1.2809,0.72881,1.08463,0.0004753,0.0004753,0.0004753
108,1724.86,1.11721,0.65105,1.04635,0.54715,0.80482,0.69304,0.41056,1.30581,0.77795,1.09731,0.00047035,0.00047035,0.00047035
109,1740.34,1.11264,0.65931,1.03649,0.67837,0.72733,0.70544,0.42802,1.26418,0.71796,1.08382,0.0004654,0.0004654,0.0004654
110,1755.94,1.1406,0.66637,1.06307,0.73933,0.69137,0.72244,0.42204,1.29323,0.73166,1.08415,0.00046045,0.00046045,0.00046045
111,1771.41,1.13672,0.64858,1.04963,0.65748,0.71952,0.73395,0.43327,1.32374,0.72635,1.09002,0.0004555,0.0004555,0.0004555
112,1787.44,1.12556,0.64402,1.04643,0.63707,0.72109,0.6914,0.4285,1.26593,0.71654,1.07655,0.00045055,0.00045055,0.00045055
113,1803.42,1.11463,0.64733,1.04681,0.6884,0.7095,0.715,0.43365,1.26957,0.71255,1.07675,0.0004456,0.0004456,0.0004456
114,1819.48,1.12452,0.65249,1.04705,0.68356,0.72016,0.71907,0.43251,1.29063,0.71164,1.08649,0.00044065,0.00044065,0.00044065
115,1835.52,1.1105,0.64153,1.04947,0.66305,0.71727,0.71209,0.42622,1.28508,0.7418,1.08515,0.0004357,0.0004357,0.0004357
116,1851.66,1.11563,0.65054,1.03694,0.68736,0.74694,0.74005,0.43493,1.28062,0.71797,1.08185,0.00043075,0.00043075,0.00043075
117,1869.68,1.11851,0.6487,1.04418,0.67391,0.73878,0.70738,0.43378,1.25643,0.70951,1.0796,0.0004258,0.0004258,0.0004258
118,1885.13,1.11485,0.63165,1.03833,0.64962,0.74054,0.70101,0.42179,1.28177,0.73724,1.08181,0.00042085,0.00042085,0.00042085
119,1901.31,1.08764,0.6286,1.03661,0.68007,0.74015,0.71765,0.43264,1.29749,0.72407,1.08258,0.0004159,0.0004159,0.0004159
120,1917.34,1.10304,0.62724,1.03153,0.71497,0.72515,0.73505,0.44286,1.26351,0.69133,1.07477,0.00041095,0.00041095,0.00041095
121,1933.45,1.08691,0.6276,1.0281,0.70702,0.70038,0.72081,0.44012,1.27218,0.68564,1.08339,0.000406,0.000406,0.000406
122,1950.25,1.09588,0.62821,1.03672,0.67485,0.72933,0.71465,0.43605,1.3067,0.70769,1.09129,0.00040105,0.00040105,0.00040105
123,1967.2,1.10151,0.63115,1.04143,0.70357,0.71178,0.72793,0.44698,1.28547,0.70708,1.0826,0.0003961,0.0003961,0.0003961
124,1984.36,1.10363,0.6327,1.04042,0.70191,0.71238,0.72263,0.45129,1.24769,0.68813,1.06774,0.00039115,0.00039115,0.00039115
125,2000.66,1.08679,0.61803,1.03598,0.69265,0.73203,0.73309,0.45358,1.28017,0.70794,1.08606,0.0003862,0.0003862,0.0003862
126,2017.68,1.09045,0.61951,1.03211,0.66652,0.70776,0.70708,0.43794,1.25831,0.69583,1.07356,0.00038125,0.00038125,0.00038125
127,2033.21,1.09364,0.6126,1.04125,0.65925,0.69462,0.70016,0.42793,1.27881,0.71652,1.08044,0.0003763,0.0003763,0.0003763
128,2049.85,1.08093,0.62531,1.03098,0.65334,0.71369,0.72213,0.43776,1.27694,0.69485,1.07298,0.00037135,0.00037135,0.00037135
129,2065.5,1.08602,0.61228,1.03445,0.65169,0.68367,0.69838,0.42231,1.28689,0.73737,1.08408,0.0003664,0.0003664,0.0003664
130,2081.34,1.08644,0.60498,1.0314,0.69199,0.73241,0.70819,0.43799,1.25178,0.70939,1.07032,0.00036145,0.00036145,0.00036145
131,2097.68,1.10629,0.6272,1.04226,0.70752,0.67484,0.71557,0.44303,1.25605,0.70936,1.07113,0.0003565,0.0003565,0.0003565
132,2114.06,1.09419,0.60039,1.03391,0.678,0.77409,0.72619,0.43066,1.31121,0.73899,1.08828,0.00035155,0.00035155,0.00035155
133,2129.46,1.0762,0.60472,1.02084,0.73925,0.69306,0.71978,0.4364,1.2859,0.69366,1.08301,0.0003466,0.0003466,0.0003466
134,2142.96,1.07546,0.59242,1.02784,0.66075,0.73734,0.70856,0.43553,1.24882,0.69262,1.07144,0.00034165,0.00034165,0.00034165
135,2158.08,1.06993,0.59428,1.02537,0.64794,0.76749,0.71361,0.43986,1.2439,0.69628,1.07191,0.0003367,0.0003367,0.0003367
136,2174.18,1.06804,0.58706,1.01925,0.64922,0.71863,0.69855,0.42842,1.27427,0.70115,1.08073,0.00033175,0.00033175,0.00033175
137,2189.53,1.05386,0.57945,1.01497,0.69728,0.71426,0.72323,0.44016,1.28497,0.69917,1.08349,0.0003268,0.0003268,0.0003268
138,2204.92,1.0564,0.58895,1.02079,0.70056,0.66898,0.7119,0.42875,1.24341,0.71601,1.06998,0.00032185,0.00032185,0.00032185
139,2220.15,1.05772,0.57948,1.01954,0.71507,0.70367,0.71882,0.43968,1.26884,0.70296,1.07995,0.0003169,0.0003169,0.0003169
