Epoch,GPU Usage (GB),Peak GPU Usage (MB),Avg GPU Usage (MB),Box Loss,Cls Loss,DFL Loss
61,5.69,417,348.6,1.1781,0.703,1.0721
62,5.74,457,345.45,1.1691,0.687,1.0706
63,5.75,448,360.38,1.1993,0.714,1.0857
64,5.8,395,339.34,1.1846,0.7074,1.0721
65,5.67,403,347.4,1.1659,0.6932,1.0696
66,5.81,410,346.89,1.1711,0.6786,1.0749
67,5.75,448,351.0,1.1613,0.6878,1.0669
68,5.83,434,355.7,1.1732,0.6861,1.0783
69,5.73,425,356.17,1.1511,0.6808,1.0516
70,5.82,421,352.62,1.1432,0.664,1.0537
71,5.66,419,349.7,1.1801,0.6946,1.0764
72,5.71,404,340.23,1.1538,0.6642,1.0533
73,5.73,437,352.47,1.1371,0.6649,1.046
74,5.82,416,352.87,1.1583,0.6517,1.0544
75,5.67,429,361.49,1.1404,0.6652,1.0526
76,5.79,445,350.23,1.1273,0.6583,1.0449
77,5.69,415,340.47,1.1075,0.6311,1.0394
78,5.82,423,348.77,1.1313,0.6547,1.0489
79,5.7,398,353.49,1.1277,0.6441,1.0509
80,5.8,410,343.96,1.1142,0.6487,1.0445
81,5.75,418,346.85,1.1401,0.6462,1.0451
82,5.81,437,359.3,1.1231,0.6469,1.044
83,5.67,447,347.51,1.086,0.6212,1.0348
84,5.79,482,363.4,1.134,0.6547,1.0433
85,5.67,429,355.72,1.1359,0.628,1.0457
86,5.81,465,361.23,1.1061,0.6324,1.0314
87,5.75,433,354.13,1.1206,0.6268,1.0415
88,5.82,429,350.96,1.0984,0.6285,1.0255
89,5.74,432,355.96,1.094,0.6251,1.0267
90,5.8,421,352.28,1.1133,0.6096,1.0465
91,5.74,440,353.45,1.1167,0.6181,1.0408
92,5.82,389,346.77,1.0986,0.6093,1.0291
93,5.76,478,348.55,1.1182,0.617,1.0438
94,5.79,470,353.02,1.0937,0.6093,1.0326
95,5.74,391,345.74,1.0743,0.6017,1.0308
96,5.72,401,338.53,1.0742,0.5891,1.0282
97,5.76,427,358.15,1.0689,0.6043,1.018
98,5.81,400,345.3,1.0817,0.5954,1.0241
99,5.74,426,349.74,1.0904,0.6131,1.0207
100,5.76,431,348.11,1.0701,0.5961,1.0215
101,5.75,414,344.6,1.0681,0.5866,1.0238
102,5.72,417,354.33,1.0542,0.579,1.0058
103,5.67,437,360.57,1.0648,0.5929,1.0186
104,5.82,467,346.7,1.0569,0.5715,1.0191
105,5.76,427,352.23,1.0574,0.5749,1.019
106,5.82,455,354.36,1.0621,0.5724,1.0118
107,5.72,392,345.36,1.069,0.571,1.0299
108,5.83,422,349.32,1.0474,0.582,1.013
109,5.69,438,365.28,1.0533,0.5788,1.0141
110,5.79,418,354.0,1.0547,0.579,1.0212
111,5.66,446,354.81,1.051,0.5757,1.0151
112,5.79,443,344.32,1.0577,0.5715,1.0168
113,5.74,425,348.72,1.036,0.5602,1.0116
114,5.81,406,359.68,1.0558,0.5846,1.0104
115,5.64,440,351.0,1.0319,0.56,1.0085
116,5.82,420,357.94,1.0474,0.5721,1.0093
117,5.74,417,356.77,1.0438,0.5794,1.0133
118,5.79,423,354.7,1.0421,0.5728,1.0019
119,5.67,406,333.51,1.0196,0.5563,1.0061
120,5.81,431,350.24,1.0182,0.5589,0.9944
121,5.74,425,355.4,1.0186,0.5542,0.9999
122,5.8,455,357.17,1.0109,0.5426,1.0013
123,5.72,461,352.26,1.0076,0.5261,0.999
124,5.74,443,352.23,1.0125,0.552,1.0137
125,5.75,436,357.75,0.9901,0.5234,1.0017
126,5.82,440,358.64,0.989,0.5324,0.9893
127,5.75,427,336.59,1.0043,0.5449,1.002
128,5.74,430,347.68,0.9874,0.541,0.9885
129,5.75,412,350.23,0.9777,0.5272,0.984
130,5.83,435,379.67,1.0119,0.5449,1.0018
131,5.66,419,364.8,1.013,0.5454,1.0088
132,5.81,429,363.43,1.022,0.5371,0.9895
133,5.76,425,360.21,0.9756,0.5147,0.9832
134,5.8,467,346.79,0.9816,0.521,0.9862
135,5.74,453,366.81,0.979,0.5209,0.9852
136,5.81,464,358.96,0.9736,0.5063,0.981
137,5.74,429,345.04,0.9528,0.5006,0.9707
138,5.81,393,342.02,0.9494,0.5154,0.9769
139,5.76,393,342.38,0.961,0.5011,0.9786
140,5.8,437,345.21,0.9567,0.5006,0.975
141,5.76,402,354.67,0.9551,0.5079,0.9717
142,5.74,410,347.94,0.9145,0.4822,0.9629
143,5.69,428,346.26,0.9489,0.4997,0.9828
144,5.73,442,345.43,0.9276,0.4887,0.9681
145,5.74,434,354.68,0.9597,0.5015,0.9776
146,5.76,433,350.11,0.9424,0.4986,0.9711
147,5.7,395,343.4,0.9444,0.489,0.9792
148,5.79,435,361.56,0.975,0.5157,0.9919
149,5.75,433,345.91,0.9444,0.5193,0.9796
150,5.79,408,346.43,0.9383,0.5048,0.9691
151,5.69,432,337.96,0.9275,0.4935,0.9672
152,5.75,402,351.32,0.9317,0.4933,0.9668
153,5.74,410,355.32,0.9246,0.4822,0.9543
154,5.8,409,347.3,0.9512,0.4987,0.971
155,5.74,432,354.21,0.9375,0.4947,0.967
156,5.75,407,341.09,0.9076,0.4742,0.958
157,5.66,426,362.38,0.9167,0.4904,0.9656
158,5.79,425,352.49,0.8989,0.4696,0.9586
159,5.75,412,347.28,0.9114,0.479,0.9633
160,5.82,437,352.72,0.9172,0.4917,0.9667
161,5.75,436,351.83,0.9092,0.4788,0.9534
162,5.81,420,349.09,0.8784,0.4566,0.9463
163,5.74,401,348.0,0.8937,0.4691,0.9504
164,5.83,408,356.28,0.8899,0.4749,0.9495
165,5.66,422,357.04,0.8797,0.4605,0.9491
166,5.81,427,348.72,0.8942,0.4798,0.959
167,5.74,423,349.77,0.8914,0.4581,0.9487
168,5.74,429,365.43,0.899,0.4708,0.9541
169,5.73,402,351.64,0.8901,0.4616,0.9508
170,5.83,405,340.72,0.8485,0.4353,0.9439
171,5.69,440,351.66,0.8855,0.4542,0.9499
172,5.79,465,350.98,0.8492,0.4345,0.9412
173,5.74,415,352.7,0.8926,0.4742,0.9501
174,5.8,408,348.77,0.8763,0.462,0.9456
175,5.75,425,349.7,0.8651,0.444,0.9479
176,5.81,462,348.7,0.8878,0.4603,0.9567
177,5.74,427,356.06,0.8574,0.4518,0.9436
178,5.74,456,357.87,0.884,0.4616,0.9469
179,5.74,431,349.85,0.8526,0.4496,0.9395
180,5.83,437,360.72,0.8726,0.4581,0.943
181,5.75,444,360.87,0.8559,0.4483,0.944
182,5.82,435,343.26,0.862,0.4518,0.9489
183,5.74,420,351.81,0.8496,0.4507,0.9426
184,5.82,425,357.87,0.8423,0.4391,0.9355
185,5.74,460,349.19,0.8368,0.4262,0.9344
186,5.81,434,354.81,0.858,0.4532,0.9374
187,5.69,429,347.09,0.8084,0.4291,0.9236
188,5.81,426,348.51,0.8569,0.4539,0.9425
189,5.74,392,349.87,0.8306,0.4314,0.9341
190,5.73,432,358.57,0.8479,0.4437,0.9405
191,5.67,292,264.09,0.7431,0.3512,0.9026
192,5.73,285,263.79,0.7396,0.3459,0.9027
193,5.67,293,264.04,0.735,0.3407,0.8996
194,5.77,290,263.28,0.7289,0.3416,0.896
195,5.67,284,264.28,0.7277,0.3438,0.8923
196,5.74,296,264.19,0.7324,0.3404,0.8969
197,5.69,288,262.94,0.7409,0.3471,0.9005
198,5.73,295,263.74,0.7194,0.3375,0.8921
199,5.67,289,264.6,0.7121,0.3315,0.8922
200,5.73,291,264.89,0.7109,0.3334,0.8923
